"ensembl.transcript"	"ensembl.gene"	"gene.symbol"	"entrezID"	"refseqID"	"unigeneID"	"chrom"	"startsite"	"tiss.number"	"tissues"	"max.tissue"
"ENST00000338624"	"ENSG00000125505"	"MBOAT7"	"79143"	"Hs.467279"	"Hs.467279"	"19"	"54677107"	"1"	"whole blood"	"whole blood"
"ENST00000338684"	"ENSG00000185499"	"MUC1"	"4582"	""	""	"1"	"155158300"	"1"	"Lung"	"Lung"
"ENST00000338745"	"ENSG00000182568"	"SATB1"	"6304"	"Hs.593276/Hs.517717/Hs.629483/Hs.630427/Hs.733074"	"Hs.593276/Hs.517717/Hs.629483/Hs.630427/Hs.733074"	"3"	"18386879"	"2"	"PrefrontalCortex/BM-CD34+/PB-CD4+Tcells/PB-CD56+NKCells/PB-CD8+Tcells/thymus"	"thymus"
"ENST00000338783"	"ENSG00000087460"	"GNAS"	"2778"	"Hs.598953/Hs.125898/Hs.694849"	"Hs.598953/Hs.125898/Hs.694849"	"20"	"57414773"	"1"	"PancreaticIslets"	"PancreaticIslets"
"ENST00000338821"	"ENSG00000054793"	"ATP9A"	"10079"	"Hs.649234/Hs.700437/Hs.745239"	"Hs.649234/Hs.700437/Hs.745239"	"20"	"50213053"	"1"	"Amygdala/Hypothalamus/PrefrontalCortex/WholeBrain/fetalbrain"	"WholeBrain"
"ENST00000338937"	"ENSG00000119535"	"CSF3R"	"1441"	"Hs.524517"	"Hs.524517"	"1"	"36931644"	"2"	"whole blood/placenta/PB-CD14+Monocytes/BM-CD33+Myeloid"	"whole blood"
"ENST00000338948"	"ENSG00000138161"	"CUZD1"	"50624"	"Hs.647182"	"Hs.647182"	"10"	"124591665"	"1"	"Pancreas/PancreaticIslets"	"Pancreas"
"ENST00000339083"	"ENSG00000155366"	"RHOC"	"389"	"Hs.502659"	"Hs.502659"	"1"	"113243728"	"1"	"bronchialepithelialcells/SmoothMuscle"	"SmoothMuscle"
"ENST00000339139"	"ENSG00000124490"	"CRISP2"	"7180"	""	""	"6"	"49660073"	"1"	"testis/TestisSeminiferousTubule/TestisGermCell/TestisInterstitial/TestisLeydigCell"	"TestisInterstitial"
"ENST00000339145"	"ENSG00000126709"	"IFI6"	"2537"	""	""	"1"	"27992572"	"1"	"placenta"	"placenta"
"ENST00000339162"	"ENSG00000120913"	"PDLIM2"	"64236"	"Hs.632034"	"Hs.632034"	"8"	"22435792"	"1"	"Lung"	"Lung"
"ENST00000339276"	"ENSG00000175793"	"SFN"	"2810"	"Hs.523718"	"Hs.523718"	"1"	"27189633"	"5"	"bronchialepithelialcells/Prostate/tongue/skin/Tonsil"	"bronchialepithelialcells"
"ENST00000339290"	"ENSG00000118513"	"MYB"	"4602"	"Hs.606320/Hs.626299/Hs.721437"	"Hs.606320/Hs.626299/Hs.721437"	"6"	"135502453"	"1"	"BM-CD105+Endothelial/BM-CD34+/thymus/leukemialymphoblastic(molt4)"	"leukemialymphoblastic(molt4)"
"ENST00000339430"	"ENSG00000189067"	"LITAF"	"9516"	"Hs.593517/Hs.459940"	"Hs.593517/Hs.459940"	"16"	"11641853"	"1"	"whole blood/PB-CD56+NKCells"	"whole blood"
"ENST00000339431"	"ENSG00000128606"	"LRRC17"	"10234"	"Hs.567412"	"Hs.567412"	"7"	"102553438"	"1"	"SmoothMuscle"	"SmoothMuscle"
"ENST00000339468"	"ENSG00000100027"	"YPEL1"	"29799"	"Hs.517436/Hs.622907"	"Hs.517436/Hs.622907"	"22"	"22051833"	"1"	"testis"	"testis"
"ENST00000339526"	"ENSG00000135821"	"GLUL"	"2752"	"Hs.559602/Hs.518525/Hs.745477"	"Hs.559602/Hs.518525/Hs.745477"	"1"	"182350839"	"1"	"adipocyte"	"adipocyte"
"ENST00000339530"	"ENSG00000204482"	"LST1"	"7940"	"Hs.436066"	"Hs.436066"	"6"	"31553901"	"1"	"whole blood/PB-CD14+Monocytes/BM-CD33+Myeloid"	"PB-CD14+Monocytes"
"ENST00000339554"	"ENSG00000165802"	"NSMF"	"102466223/26012"	"Hs.455336"	"Hs.455336"	"9"	"140342022"	"1"	"Amygdala/ColorectalAdenocarcinoma"	"ColorectalAdenocarcinoma"
"ENST00000339570"	"ENSG00000073060"	"SCARB1"	"949"	"Hs.686204/Hs.731377"	"Hs.686204/Hs.731377"	"12"	"125261402"	"2"	"adrenalgland/AdrenalCortex/placenta"	"adrenalgland"
"ENST00000339697"	"ENSG00000111897"	"SERINC1"	"57515"	"Hs.146668"	"Hs.146668"	"6"	"122764499"	"1"	"Amygdala/Hypothalamus"	"Hypothalamus"
"ENST00000339720"	"ENSG00000130558"	"OLFM1"	"10439"	"Hs.522484"	"Hs.522484"	"9"	"137967268"	"1"	"Amygdala/CingulateCortex/MedullaOblongata/OccipitalLobe/ParietalLobe/Pons/PrefrontalCortex/TemporalLobe/WholeBrain/globuspallidus/subthalamicnucleus"	"WholeBrain"
"ENST00000339788"	"ENSG00000153071"	"DAB2"	"101926921/1601"	"Hs.594607/Hs.619757/Hs.696631/Hs.732550"	"Hs.594607/Hs.619757/Hs.696631/Hs.732550"	"5"	"39371780"	"1"	"placenta"	"placenta"
"ENST00000339946"	"ENSG00000101443"	"WFDC2"	"10406"	""	""	"20"	"44098346"	"3"	"Lung/salivarygland/trachea"	"trachea"
"ENST00000339997"	"ENSG00000133318"	"RTN3"	"10313"	"Hs.743229"	"Hs.743229"	"11"	"63448918"	"2"	"Amygdala/CingulateCortex/Hypothalamus/OccipitalLobe/ParietalLobe/PrefrontalCortex/Thalamus/WholeBrain/spinalcord/fetalbrain/whole blood"	"WholeBrain"
"ENST00000340006"	"ENSG00000159176"	"CSRP1"	"1465"	"Hs.108080/Hs.630420"	"Hs.108080/Hs.630420"	"1"	"201452658"	"1"	"Uterus"	"Uterus"
"ENST00000340023"	"ENSG00000171049"	"FPR2"	"2358"	"Hs.99855"	"Hs.99855"	"19"	"52255279"	"1"	"whole blood"	"whole blood"
"ENST00000340183"	"ENSG00000160781"	"PAQR6"	"79957"	"Hs.235873"	"Hs.235873"	"1"	"156213206"	"1"	"CingulateCortex/Hypothalamus/OccipitalLobe/PrefrontalCortex/Thalamus/WholeBrain/caudatenucleus/spinalcord"	"Hypothalamus"
"ENST00000340209"	"ENSG00000078328"	"RBFOX1"	"54715"	"Hs.459842/Hs.617542"	"Hs.459842/Hs.617542"	"16"	"6069095"	"1"	"PrefrontalCortex/WholeBrain"	"WholeBrain"
"ENST00000340368"	"ENSG00000186480"	"INSIG1"	"3638"	"Hs.520819"	"Hs.520819"	"7"	"155089486"	"1"	"adipocyte/721_B_lymphoblasts/leukemialymphoblastic(molt4)"	"adipocyte"
"ENST00000340384"	"ENSG00000188229"	"TUBB4B"	"10383"	"Hs.594600/Hs.433615/Hs.735337"	"Hs.594600/Hs.433615/Hs.735337"	"9"	"140135665"	"1"	"BM-CD105+Endothelial/BM-CD71+EarlyErythroid/testis/TestisInterstitial"	"BM-CD71+EarlyErythroid"
"ENST00000340450"	"ENSG00000131236"	"CAP1"	"10487"	"Hs.370581/Hs.713078"	"Hs.370581/Hs.713078"	"1"	"40505905"	"2"	"PB-BDCA4+Dentritic_Cells/bronchialepithelialcells/whole blood/721_B_lymphoblasts/PB-CD14+Monocytes/SmoothMuscle"	"whole blood"
"ENST00000340482"	"ENSG00000005381"	"MPO"	"4353"	"Hs.593778/Hs.458272"	"Hs.593778/Hs.458272"	"17"	"56347217"	"1"	"BM-CD34+/bonemarrow/BM-CD33+Myeloid"	"BM-CD34+"
"ENST00000340533"	"ENSG00000166347"	"CYB5A"	"1528"	"Hs.465413"	"Hs.465413"	"18"	"71920530"	"4"	"adipocyte/Lung/Liver/kidney"	"adipocyte"
"ENST00000340666"	"ENSG00000008056"	"SYN1"	"6853"	"Hs.225936"	"Hs.225936"	"X"	"47431303"	"1"	"Amygdala/PrefrontalCortex/WholeBrain"	"PrefrontalCortex"
"ENST00000340687"	"ENSG00000149131"	"SERPING1"	"710"	"Hs.384598"	"Hs.384598"	"11"	"57364860"	"4"	"adipocyte/Ovary/Lung/Liver"	"Liver"
"ENST00000340900"	"ENSG00000129538"	"RNASE1"	"6035"	"Hs.623499"	"Hs.623499"	"14"	"21269387"	"2"	"fetallung/Pancreas/TestisGermCell"	"TestisGermCell"
"ENST00000340957"	"ENSG00000175182"	"FAM131A"	"131408"	"Hs.737346"	"Hs.737346"	"3"	"184053714"	"1"	"WholeBrain"	"WholeBrain"
"ENST00000341060"	"ENSG00000111802"	"TDP2"	"51567"	"Hs.403010"	"Hs.403010"	"6"	"24650205"	"1"	"whole blood"	"whole blood"
"ENST00000341179"	"ENSG00000106976"	"DNM1"	"1759"	"Hs.635295"	"Hs.635295"	"9"	"130965658"	"1"	"Amygdala/CerebellumPeduncles/CingulateCortex/Hypothalamus/MedullaOblongata/OccipitalLobe/ParietalLobe/PrefrontalCortex/TemporalLobe/Thalamus/WholeBrain/cerebellum/globuspallidus/subthalamicnucleus"	"PrefrontalCortex"
"ENST00000341181"	"ENSG00000080822"	"CLDND1"	"56650"	"Hs.736136"	"Hs.736136"	"3"	"98216756"	"1"	"Hypothalamus/MedullaOblongata/OccipitalLobe/ParietalLobe/PrefrontalCortex/Thalamus/spinalcord"	"Hypothalamus"
"ENST00000341267"	"ENSG00000185559"	"DLK1"	"8788"	"Hs.533717"	"Hs.533717"	"14"	"101192042"	"4"	"fetalliver/fetallung/adrenalgland/AdrenalCortex/Ovary/placenta/Pituitary"	"placenta"
"ENST00000341307"	"ENSG00000133318"	"RTN3"	"10313"	"Hs.743229"	"Hs.743229"	"11"	"63448918"	"2"	"Amygdala/CingulateCortex/Hypothalamus/OccipitalLobe/ParietalLobe/PrefrontalCortex/Thalamus/WholeBrain/spinalcord/fetalbrain/whole blood"	"WholeBrain"
"ENST00000341441"	"ENSG00000106484"	"MEST"	"4232"	"Hs.596119"	"Hs.596119"	"7"	"130126012"	"1"	"fetallung/placenta/CardiacMyocytes"	"placenta"
"ENST00000341529"	"ENSG00000179776"	"CDH5"	"1003"	"Hs.76206"	"Hs.76206"	"16"	"66400533"	"2"	"placenta/Lung"	"placenta"
"ENST00000341642"	"ENSG00000169347"	"GP2"	"2813"	"Hs.53985"	"Hs.53985"	"16"	"20320894"	"1"	"Pancreas/PancreaticIslets"	"Pancreas"
"ENST00000341685"	"ENSG00000168530"	"MYL1"	"4632"	"Hs.597319"	"Hs.597319"	"2"	"211154874"	"4"	"SkeletalMuscle/tongue/Thyroid"	"tongue"
"ENST00000341911"	"ENSG00000118513"	"MYB"	"4602"	"Hs.606320/Hs.626299/Hs.721437"	"Hs.606320/Hs.626299/Hs.721437"	"6"	"135502453"	"1"	"BM-CD105+Endothelial/BM-CD34+/thymus/leukemialymphoblastic(molt4)"	"leukemialymphoblastic(molt4)"
"ENST00000342058"	"ENSG00000140092"	"FBLN5"	"10516"	"Hs.707292"	"Hs.707292"	"14"	"92335756"	"1"	"adipocyte"	"adipocyte"
"ENST00000342111"	"ENSG00000015475"	"BID"	"637"	"Hs.591054"	"Hs.591054"	"22"	"18216906"	"1"	"whole blood"	"whole blood"
"ENST00000342175"	"ENSG00000155657"	"TTN"	"7273"	"Hs.134602/Hs.609542/Hs.736412/Hs.736806/Hs.738948"	"Hs.134602/Hs.609542/Hs.736412/Hs.736806/Hs.738948"	"2"	"179390716"	"4"	"SkeletalMuscle/tongue/Thyroid"	"SkeletalMuscle"
"ENST00000342322"	"ENSG00000137403"	"HLA-F"	"3134"	"Hs.519972/Hs.700263"	"Hs.519972/Hs.700263"	"HSCHR6_MHC_COX"	"29684537"	"3"	"PB-BDCA4+Dentritic_Cells/whole blood/721_B_lymphoblasts/PB-CD19+Bcells/PB-CD4+Tcells/PB-CD56+NKCells/PB-CD8+Tcells/PB-CD14+Monocytes/lymphnode/Lung/BM-CD33+Myeloid"	"PB-CD8+Tcells"
"ENST00000342364"	"ENSG00000259384"	"GH1"	"2688"	""	""	"17"	"61994560"	"2"	"placenta/Pituitary"	"Pituitary"
"ENST00000342375"	"ENSG00000168878"	"SFTPB"	"6439"	"Hs.593933/Hs.512690"	"Hs.593933/Hs.512690"	"2"	"85884437"	"1"	"fetallung/Lung"	"Lung"
"ENST00000342407"	"ENSG00000186480"	"INSIG1"	"3638"	"Hs.520819"	"Hs.520819"	"7"	"155089486"	"1"	"adipocyte/721_B_lymphoblasts/leukemialymphoblastic(molt4)"	"adipocyte"
"ENST00000342420"	"ENSG00000166157"	"TPTE"	"7179"	"Hs.122986"	"Hs.122986"	"21"	"10906201"	"1"	"testis/TestisInterstitial"	"testis"
"ENST00000342422"	"ENSG00000101084"	"C20orf24"	"55969"	""	""	"20"	"35234137"	"1"	"whole blood/PB-CD14+Monocytes/BM-CD33+Myeloid"	"PB-CD14+Monocytes"
"ENST00000342503"	"ENSG00000139970"	"RTN1"	"6252"	"Hs.368626/Hs.641611"	"Hs.368626/Hs.641611"	"14"	"60062694"	"1"	"Amygdala/CerebellumPeduncles/CingulateCortex/Hypothalamus/MedullaOblongata/OccipitalLobe/ParietalLobe/PrefrontalCortex/TemporalLobe/Thalamus/WholeBrain/caudatenucleus/cerebellum/globuspallidus/subthalamicnucleus/spinalcord/fetalbrain"	"fetalbrain"
"ENST00000342505"	"ENSG00000162434"	"JAK1"	"3716"	"Hs.610395"	"Hs.610395"	"1"	"65298912"	"1"	"PB-BDCA4+Dentritic_Cells/whole blood/PB-CD19+Bcells/PB-CD4+Tcells/PB-CD56+NKCells/PB-CD8+Tcells"	"PB-CD56+NKCells"
"ENST00000342752"	"ENSG00000176956"	"LY6H"	"4062"	"Hs.641724"	"Hs.641724"	"8"	"144239331"	"1"	"Amygdala"	"Amygdala"
"ENST00000342785"	"ENSG00000038427"	"VCAN"	"1462"	"Hs.643801/Hs.653683/Hs.715773"	"Hs.643801/Hs.653683/Hs.715773"	"5"	"82767284"	"1"	"PB-CD14+Monocytes/SmoothMuscle/BM-CD33+Myeloid"	"PB-CD14+Monocytes"
"ENST00000342836"	"ENSG00000010438"	"PRSS3"	"5646"	""	""	"9"	"33750515"	"1"	"Pancreas/PancreaticIslets"	"Pancreas"
"ENST00000342854"	"ENSG00000081059"	"TCF7"	"6932"	"Hs.608171/Hs.688155"	"Hs.608171/Hs.688155"	"5"	"133450402"	"1"	"thymus/leukemialymphoblastic(molt4)"	"thymus"
"ENST00000342873"	"ENSG00000101443"	"WFDC2"	"10406"	""	""	"20"	"44098346"	"3"	"Lung/salivarygland/trachea"	"trachea"
"ENST00000342879"	"ENSG00000089327"	"FXYD5"	"53827"	""	""	"19"	"35645633"	"1"	"whole blood/PB-CD19+Bcells/PB-CD4+Tcells/PB-CD14+Monocytes"	"PB-CD14+Monocytes"
"ENST00000342951"	"ENSG00000204941"	"PSG5"	"5673"	"Hs.595324/Hs.654415/Hs.736020"	"Hs.595324/Hs.654415/Hs.736020"	"19"	"43670408"	"1"	"placenta"	"placenta"
"ENST00000342992"	"ENSG00000155657"	"TTN"	"7273"	"Hs.134602/Hs.609542/Hs.736412/Hs.736806/Hs.738948"	"Hs.134602/Hs.609542/Hs.736412/Hs.736806/Hs.738948"	"2"	"179390716"	"4"	"SkeletalMuscle/tongue/Thyroid"	"SkeletalMuscle"
"ENST00000343200"	"ENSG00000038427"	"VCAN"	"1462"	"Hs.643801/Hs.653683/Hs.715773"	"Hs.643801/Hs.653683/Hs.715773"	"5"	"82767284"	"1"	"PB-CD14+Monocytes/SmoothMuscle/BM-CD33+Myeloid"	"PB-CD14+Monocytes"
"ENST00000343267"	"ENSG00000189058"	"APOD"	"347"	""	""	"3"	"195295573"	"5"	"OlfactoryBulb/Thalamus/spinalcord/dorsal root ganglion/adipocyte/atrioventricularnode/salivarygland"	"OlfactoryBulb"
"ENST00000343305"	"ENSG00000168685"	"IL7R"	"3575"	"Hs.591742/Hs.619102"	"Hs.591742/Hs.619102"	"5"	"35852797"	"1"	"PB-CD4+Tcells/PB-CD8+Tcells/thymus"	"PB-CD4+Tcells"
"ENST00000343528"	"ENSG00000160209"	"PDXK"	"101928493/8566"	"Hs.595126/Hs.284491/Hs.735882"	"Hs.595126/Hs.284491/Hs.735882"	"21"	"45138975"	"1"	"testis/TestisInterstitial"	"testis"
"ENST00000343529"	"ENSG00000189056"	"RELN"	"5649"	"Hs.606291/Hs.655654"	"Hs.606291/Hs.655654"	"7"	"103112231"	"1"	"OlfactoryBulb"	"OlfactoryBulb"
"ENST00000343575"	"ENSG00000107562"	"CXCL12"	"6387"	"Hs.613659/Hs.617446"	"Hs.613659/Hs.617446"	"10"	"44793038"	"3"	"BM-CD105+Endothelial/Uterus/lymphnode/CardiacMyocytes/thymus"	"BM-CD105+Endothelial"
"ENST00000343632"	"ENSG00000100083"	"GGA1"	"26088"	"Hs.499158/Hs.614497/Hs.656661"	"Hs.499158/Hs.614497/Hs.656661"	"22"	"38004481"	"1"	"testis"	"testis"
"ENST00000343674"	"ENSG00000149091"	"DGKZ"	"8525"	"Hs.572253/Hs.502461"	"Hs.572253/Hs.502461"	"11"	"46354455"	"1"	"Amygdala/CingulateCortex/OccipitalLobe/PrefrontalCortex/TemporalLobe/WholeBrain/PB-BDCA4+Dentritic_Cells/BM-CD34+/PB-CD4+Tcells/PB-CD56+NKCells/PB-CD8+Tcells/PB-CD14+Monocytes/BM-CD33+Myeloid"	"PB-CD56+NKCells"
"ENST00000343800"	"ENSG00000101955"	"SRPX"	"8406"	"Hs.603159/Hs.15154"	"Hs.603159/Hs.15154"	"X"	"38008589"	"2"	"adipocyte/SmoothMuscle/CardiacMyocytes"	"SmoothMuscle"
"ENST00000343916"	"ENSG00000092758"	"COL9A3"	"1299"	"Hs.716639"	"Hs.716639"	"20"	"61447596"	"1"	"Thyroid/ColorectalAdenocarcinoma"	"Thyroid"
"ENST00000344114"	"ENSG00000051108"	"HERPUD1"	"9709"	"Hs.146393/Hs.644753"	"Hs.146393/Hs.644753"	"16"	"56965960"	"1"	"PB-BDCA4+Dentritic_Cells/Prostate"	"PB-BDCA4+Dentritic_Cells"
"ENST00000344213"	"ENSG00000115641"	"FHL2"	"2274"	""	""	"2"	"105974169"	"2"	"Heart/SmoothMuscle"	"Heart"
"ENST00000344338"	"ENSG00000187908"	"DMBT1"	"1755"	"Hs.279611"	"Hs.279611"	"10"	"124320181"	"1"	"trachea"	"trachea"
"ENST00000344348"	"ENSG00000138293"	"NCOA4"	"8031"	"Hs.643658/Hs.647973/Hs.709644"	"Hs.643658/Hs.647973/Hs.709644"	"10"	"51565108"	"1"	"fetalliver/PB-BDCA4+Dentritic_Cells/BM-CD34+/BM-CD71+EarlyErythroid/whole blood/PB-CD56+NKCells/PB-CD14+Monocytes/BM-CD33+Myeloid"	"BM-CD71+EarlyErythroid"
"ENST00000344366"	"ENSG00000074410"	"CA12"	"771"	"Hs.604455/Hs.210995/Hs.609263/Hs.695438/Hs.734678"	"Hs.604455/Hs.210995/Hs.609263/Hs.695438/Hs.734678"	"15"	"63613577"	"1"	"kidney"	"kidney"
"ENST00000344548"	"ENSG00000070831"	"CDC42"	"998"	"Hs.467637/Hs.720458"	"Hs.467637/Hs.720458"	"1"	"22379120"	"1"	"whole blood"	"whole blood"
"ENST00000344578"	"ENSG00000130595"	"TNNT3"	"7140"	""	""	"11"	"1940792"	"1"	"SkeletalMuscle"	"SkeletalMuscle"
"ENST00000344720"	"ENSG00000154027"	"AK5"	"26289"	"Hs.559718"	"Hs.559718"	"1"	"77747736"	"1"	"Amygdala/PrefrontalCortex/WholeBrain"	"Amygdala"
"ENST00000344736"	"ENSG00000196924"	"FLNA"	"2316"	"Hs.195464"	"Hs.195464"	"X"	"153576892"	"4"	"Uterus/Prostate/Lung/SmoothMuscle"	"Uterus"
"ENST00000344756"	"ENSG00000186480"	"INSIG1"	"3638"	"Hs.520819"	"Hs.520819"	"7"	"155089486"	"1"	"adipocyte/721_B_lymphoblasts/leukemialymphoblastic(molt4)"	"adipocyte"
"ENST00000344795"	"ENSG00000101084"	"C20orf24"	"55969"	""	""	"20"	"35234137"	"1"	"whole blood/PB-CD14+Monocytes/BM-CD33+Myeloid"	"PB-CD14+Monocytes"
"ENST00000344887"	"ENSG00000129991"	"TNNI3"	"7137"	""	""	"19"	"55663137"	"1"	"Heart"	"Heart"
"ENST00000344924"	"ENSG00000172331"	"BPGM"	"669"	"Hs.596175/Hs.198365"	"Hs.596175/Hs.198365"	"7"	"134331560"	"1"	"BM-CD71+EarlyErythroid/placenta"	"BM-CD71+EarlyErythroid"
"ENST00000344995"	"ENSG00000086730"	"LAT2"	"7462"	""	""	"7"	"73613982"	"1"	"whole blood/721_B_lymphoblasts/PB-CD14+Monocytes/BM-CD33+Myeloid"	"PB-CD14+Monocytes"
"ENST00000345003"	"ENSG00000163754"	"GYG1"	"2992"	"Hs.600601/Hs.477892/Hs.727448"	"Hs.600601/Hs.477892/Hs.727448"	"3"	"148709128"	"1"	"testis"	"testis"
"ENST00000345125"	"ENSG00000164733"	"CTSB"	"1508"	"Hs.520898"	"Hs.520898"	"8"	"11700033"	"1"	"fetalThyroid/Thyroid"	"fetalThyroid"
"ENST00000345146"	"ENSG00000138413"	"IDH1"	"3417"	"Hs.593422"	"Hs.593422"	"2"	"209100951"	"3"	"adrenalgland/adipocyte/Prostate"	"adrenalgland"
"ENST00000345330"	"ENSG00000156642"	"NPTN"	"27020"	"Hs.744867"	"Hs.744867"	"15"	"73852355"	"1"	"PrefrontalCortex/WholeBrain"	"WholeBrain"
"ENST00000345348"	"ENSG00000149809"	"TM7SF2"	"7108"	"Hs.31130"	"Hs.31130"	"11"	"64879317"	"1"	"adrenalgland"	"adrenalgland"
"ENST00000345366"	"ENSG00000213218"	"CSH2"	"1443/1442"	""	""	"17"	"61949372"	"2"	"placenta/Pituitary"	"placenta"
"ENST00000345436"	"ENSG00000217555"	"CKLF"	"51192"	""	""	"16"	"66586466"	"1"	"whole blood"	"whole blood"
"ENST00000345517"	"ENSG00000163017"	"ACTG2"	"72"	""	""	"2"	"74119441"	"3"	"Uterus/Prostate/Appendix"	"Uterus"
"ENST00000345721"	"ENSG00000145730"	"PAM"	"5066"	"Hs.369430/Hs.707043/Hs.738567"	"Hs.369430/Hs.707043/Hs.738567"	"5"	"102089685"	"1"	"placenta"	"placenta"
"ENST00000345732"	"ENSG00000156738"	"MS4A1"	"931"	"Hs.438040/Hs.712553"	"Hs.438040/Hs.712553"	"11"	"60223225"	"1"	"721_B_lymphoblasts/PB-CD19+Bcells/lymphnode/Tonsil/leukemiapromyelocytic(hl60)/lymphomaburkittsDaudi"	"PB-CD19+Bcells"
"ENST00000345913"	"ENSG00000115705"	"TPO"	"7173"	"Hs.598371/Hs.467554/Hs.735569"	"Hs.598371/Hs.467554/Hs.735569"	"2"	"1377995"	"1"	"fetalThyroid/Thyroid"	"Thyroid"
"ENST00000345988"	"ENSG00000118898"	"PPL"	"5493"	"Hs.192233"	"Hs.192233"	"16"	"4932508"	"2"	"tongue"	"tongue"
"ENST00000345999"	"ENSG00000111729"	"CLEC4A"	"50856"	"Hs.504657"	"Hs.504657"	"12"	"8276228"	"1"	"whole blood/PB-CD14+Monocytes"	"whole blood"
"ENST00000346199"	"ENSG00000053438"	"NNAT"	"4826"	""	""	"20"	"36149617"	"1"	"Pituitary"	"Pituitary"
"ENST00000346208"	"ENSG00000107485"	"GATA3"	"2625"	"Hs.599561/Hs.524134"	"Hs.599561/Hs.524134"	"10"	"8095567"	"1"	"placenta"	"placenta"
"ENST00000346234"	"ENSG00000134996"	"OSTF1"	"26578"	"Hs.494192"	"Hs.494192"	"9"	"77703459"	"1"	"whole blood"	"whole blood"
"ENST00000346248"	"ENSG00000182022"	"CHST15"	"51363"	"Hs.598695/Hs.287537/Hs.614304/Hs.711426"	"Hs.598695/Hs.287537/Hs.614304/Hs.711426"	"10"	"125767184"	"1"	"whole blood"	"whole blood"
"ENST00000346322"	"ENSG00000065534"	"MYLK"	"4638"	"Hs.600605/Hs.594108/Hs.477375/Hs.625965/Hs.638679/Hs.715052"	"Hs.600605/Hs.594108/Hs.477375/Hs.625965/Hs.638679/Hs.715052"	"3"	"123328896"	"2"	"Uterus/Prostate"	"Uterus"
"ENST00000346341"	"ENSG00000141480"	"ARRB2"	"409"	"Hs.435811"	"Hs.435811"	"17"	"4613784"	"1"	"whole blood/PB-CD14+Monocytes"	"whole blood"
"ENST00000346403"	"ENSG00000128739"	"SNRPN"	"8926/6638"	""	""	"15"	"25068794"	"1"	"WholeBrain"	"WholeBrain"
"ENST00000346606"	"ENSG00000204414"	"CSHL1"	"1444"	""	""	"17"	"61986957"	"1"	"placenta"	"placenta"
"ENST00000346623"	"ENSG00000184254"	"ALDH1A3"	"220"	"Hs.459538/Hs.685048"	"Hs.459538/Hs.685048"	"15"	"101417919"	"1"	"bronchialepithelialcells/SmoothMuscle"	"bronchialepithelialcells"
"ENST00000346867"	"ENSG00000006128"	"TAC1"	"6863"	"Hs.601895/Hs.2563"	"Hs.601895/Hs.2563"	"7"	"97361220"	"1"	"caudatenucleus"	"caudatenucleus"
"ENST00000346956"	"ENSG00000115705"	"TPO"	"7173"	"Hs.598371/Hs.467554/Hs.735569"	"Hs.598371/Hs.467554/Hs.735569"	"2"	"1377995"	"1"	"fetalThyroid/Thyroid"	"Thyroid"
"ENST00000346990"	"ENSG00000058404"	"CAMK2B"	"816"	"Hs.351887/Hs.732009"	"Hs.351887/Hs.732009"	"7"	"44256749"	"1"	"Amygdala/CerebellumPeduncles/OccipitalLobe/PrefrontalCortex/WholeBrain"	"CerebellumPeduncles"
"ENST00000347025"	"ENSG00000010318"	"PHF7"	"51533"	"Hs.372719"	"Hs.372719"	"3"	"52444673"	"1"	"testis/TestisSeminiferousTubule/TestisGermCell/TestisInterstitial/TestisLeydigCell"	"TestisInterstitial"
"ENST00000347193"	"ENSG00000058404"	"CAMK2B"	"816"	"Hs.351887/Hs.732009"	"Hs.351887/Hs.732009"	"7"	"44256749"	"1"	"CerebellumPeduncles/PrefrontalCortex/WholeBrain"	"CerebellumPeduncles"
"ENST00000347770"	"ENSG00000155096"	"AZIN1"	"51582"	"Hs.713994"	"Hs.713994"	"8"	"103838585"	"1"	"placenta"	"placenta"
"ENST00000347839"	"ENSG00000126214"	"KLC1"	"3831"	"Hs.734484"	"Hs.734484"	"14"	"104028233"	"1"	"Amygdala/WholeBrain"	"WholeBrain"
"ENST00000348108"	"ENSG00000092841"	"MYL6"	"4637"	"Hs.733233"	"Hs.733233"	"12"	"56551945"	"2"	"PB-BDCA4+Dentritic_Cells/bronchialepithelialcells/whole blood/PB-CD14+Monocytes/SmoothMuscle/CardiacMyocytes"	"SmoothMuscle"
"ENST00000348126"	"ENSG00000145730"	"PAM"	"5066"	"Hs.369430/Hs.707043/Hs.738567"	"Hs.369430/Hs.707043/Hs.738567"	"5"	"102089685"	"1"	"placenta"	"placenta"
"ENST00000348208"	"ENSG00000119139"	"TJP2"	"9414"	"Hs.50382"	"Hs.50382"	"9"	"71736209"	"1"	"spinalcord"	"spinalcord"
"ENST00000348433"	"ENSG00000005189"	""	"81691"	"Hs.177926"	"Hs.177926"	"16"	"20817751"	"1"	"testis/TestisSeminiferousTubule/TestisGermCell/TestisInterstitial/TestisLeydigCell"	"TestisInterstitial"
"ENST00000348564"	"ENSG00000081237"	"PTPRC"	"5788"	"Hs.599730/Hs.654514"	"Hs.599730/Hs.654514"	"1"	"198607801"	"1"	"PB-BDCA4+Dentritic_Cells/whole blood/PB-CD19+Bcells/PB-CD4+Tcells/PB-CD56+NKCells/PB-CD8+Tcells/PB-CD14+Monocytes/BM-CD33+Myeloid"	"PB-CD8+Tcells"
"ENST00000348697"	"ENSG00000077942"	"FBLN1"	"2192"	""	""	"22"	"45898118"	"3"	"adipocyte/placenta/Uterus"	"placenta"
