"ensembl.transcript"	"ensembl.gene"	"gene.symbol"	"entrezID"	"refseqID"	"unigeneID"	"chrom"	"startsite"	"tiss.number"	"tissues"	"max.tissue"
"ENST00000377901"	"ENSG00000165071"	"TMEM71"	"137835"	"Hs.293842"	"Hs.293842"	"8"	"133697253"	"2"	"bone_marrow/heart_ventricle"	"bone_marrow"
"ENST00000377908"	"ENSG00000139734"	"DIAPH3"	"81624"	"Hs.283127/Hs.666705/Hs.695151"	"Hs.283127/Hs.666705/Hs.695151"	"13"	"60239717"	"1"	"testes"	"testes"
"ENST00000377918"	"ENSG00000118946"	"PCDH17"	"27253"	"Hs.106511/Hs.713971/Hs.716117/Hs.732145"	"Hs.106511/Hs.713971/Hs.716117/Hs.732145"	"13"	"58205944"	"2"	"amygdala/hypothalamus/parietal_lobe/spleen/vestibular_nuclei_superior"	"spleen"
"ENST00000377938"	"ENSG00000169605"	"GKN1"	"56287"	""	""	"2"	"69201705"	"1"	"stomach_cardiac/stomach_fundus/stomach_pyloric"	"stomach_pyloric"
"ENST00000377939"	"ENSG00000158286"	"RNF207"	"388591"	"Hs.691384/Hs.716549"	"Hs.691384/Hs.716549"	"1"	"6265535"	"1"	"heart_ventricle"	"heart_ventricle"
"ENST00000377940"	"ENSG00000186075"	"ZPBP2"	"124626"	"Hs.367245"	"Hs.367245"	"17"	"38024417"	"1"	"testes"	"testes"
"ENST00000377942"	"ENSG00000136099"	"PCDH8"	"5100"	"Hs.19492"	"Hs.19492"	"13"	"53418109"	"2"	"amygdala/putamen/accumbens/dorsal_root_ganglia/cerebral_cortex/frontal_lobe/hippocampus/parietal_lobe/occipital_lobe/temporal_lobe/trigeminal_ganglia"	"hippocampus"
"ENST00000377948"	"ENSG00000158286"	"RNF207"	"388591"	"Hs.691384/Hs.716549"	"Hs.691384/Hs.716549"	"1"	"6265535"	"1"	"heart_ventricle"	"heart_ventricle"
"ENST00000377959"	"ENSG00000122694"	"GLIPR2"	"152007"	"Hs.493819/Hs.621690"	"Hs.493819/Hs.621690"	"9"	"36136732"	"1"	"lung"	"lung"
"ENST00000377960"	"ENSG00000122694"	"GLIPR2"	"152007"	"Hs.493819/Hs.621690"	"Hs.493819/Hs.621690"	"9"	"36136732"	"1"	"lung"	"lung"
"ENST00000377966"	"ENSG00000122707"	"RECK"	"8434"	""	""	"9"	"36036430"	"1"	"urethra"	"urethra"
"ENST00000377970"	"ENSG00000136997"	"MYC"	"4609"	"Hs.596284/Hs.202453"	"Hs.596284/Hs.202453"	"8"	"128747680"	"2"	"adipose_tissue_omental/ovary"	"adipose_tissue_omental"
"ENST00000377974"	"ENSG00000181652"	"ATG9B"	"285973"	"Hs.707300/Hs.716846"	"Hs.707300/Hs.716846"	"7"	"150709297"	"1"	"oral_mucosa"	"oral_mucosa"
"ENST00000377984"	"ENSG00000204930"	"FAM221B"	"392307"	"Hs.128075"	"Hs.128075"	"9"	"35816388"	"1"	"testes"	"testes"
"ENST00000377999"	"ENSG00000116254"	"CHD5"	"101928723/26038"	"Hs.522898/Hs.618109"	"Hs.522898/Hs.618109"	"1"	"6161853"	"2"	"parietal_lobe/testes"	"testes"
"ENST00000378000"	"ENSG00000165983"	"PTER"	"9317"	"Hs.745101"	"Hs.745101"	"10"	"16478942"	"1"	"kidney_cortex/kidney_medulla"	"kidney_cortex"
"ENST00000378009"	"ENSG00000204936"	"CD177"	"57126"	"Hs.232165"	"Hs.232165"	"19"	"43857811"	"1"	"prostate_gland"	"prostate_gland"
"ENST00000378024"	"ENSG00000124942"	"AHNAK"	"79026"	"Hs.502756/Hs.703348"	"Hs.502756/Hs.703348"	"11"	"62201016"	"3"	"esophagus/oral_mucosa/urethra"	"oral_mucosa"
"ENST00000378026"	"ENSG00000136026"	"CKAP4"	"10970"	"Hs.74368"	"Hs.74368"	"12"	"106631655"	"1"	"oral_mucosa"	"oral_mucosa"
"ENST00000378046"	"ENSG00000113578"	"FGF1"	"2246"	"Hs.596951/Hs.483635/Hs.742465"	"Hs.596951/Hs.483635/Hs.742465"	"5"	"141971743"	"2"	"dorsal_root_ganglia/corpus_callosum/hypothalamus/midbrain/medulla/nodose_nucleus/spinal_cord/subthalamic_nucleus/substantia_nigra/ventral_tegmental_area/trigeminal_ganglia/vestibular_nuclei_superior"	"corpus_callosum"
"ENST00000378053"	"ENSG00000125848"	"FLRT3"	"23767"	"Hs.41296/Hs.662712/Hs.686279"	"Hs.41296/Hs.662712/Hs.686279"	"20"	"14303634"	"2"	"kidney_cortex/lung/kidney_medulla"	"kidney_cortex"
"ENST00000378062"	"ENSG00000124479"	"NDP"	"4693"	"Hs.522615"	"Hs.522615"	"X"	"43808022"	"3"	"amygdala/putamen/accumbens/cerebellum/corpus_callosum/cerebral_cortex/frontal_lobe/hippocampus/hypothalamus/endometrium/medulla/myometrium/parietal_lobe/occipital_lobe/ovary/spinal_cord/subthalamic_nucleus/substantia_nigra/temporal_lobe/ventral_tegmental_area/vestibular_nuclei_superior"	"ovary"
"ENST00000378069"	"ENSG00000069535"	"MAOB"	"4129"	"Hs.654473"	"Hs.654473"	"X"	"43625858"	"1"	"liver"	"liver"
"ENST00000378072"	"ENSG00000101251"	"SEL1L2"	"80343"	"Hs.590879"	"Hs.590879"	"20"	"13829893"	"1"	"testes"	"testes"
"ENST00000378075"	"ENSG00000204950"	"LRRC10B"	"390205"	"Hs.441122"	"Hs.441122"	"11"	"61276272"	"1"	"putamen/accumbens"	"putamen"
"ENST00000378076"	"ENSG00000077943"	"ITGA8"	"8516"	"Hs.592472/Hs.171311"	"Hs.592472/Hs.171311"	"10"	"15555948"	"3"	"coronary_artery/saphenous_vein/urethra"	"urethra"
"ENST00000378113"	"ENSG00000179088"	"C12orf42"	"374470"	"Hs.534649"	"Hs.534649"	"12"	"103631369"	"1"	"testes"	"testes"
"ENST00000378116"	"ENSG00000148468"	"FAM171A1"	"221061"	"Hs.66762/Hs.618984/Hs.708191"	"Hs.66762/Hs.618984/Hs.708191"	"10"	"15253642"	"2"	"putamen/accumbens/corpus_callosum/hypothalamus/midbrain/medulla/kidney_medulla/nodose_nucleus/occipital_lobe/spinal_cord/subthalamic_nucleus/ventral_tegmental_area"	"spinal_cord"
"ENST00000378131"	"ENSG00000102055"	"PPP1R2P9"	"80316"	"Hs.127689"	"Hs.127689"	"X"	"42636722"	"1"	"testes"	"testes"
"ENST00000378152"	"ENSG00000076928"	"ARHGEF1"	"100505585/9138"	"Hs.631550/Hs.729222"	"Hs.631550/Hs.729222"	"19"	"42387228"	"2"	"lymph_nodes/spleen/tonsil"	"spleen"
"ENST00000378183"	"ENSG00000204977"	"TRIM13"	"10206"	"Hs.436922/Hs.657352/Hs.663879/Hs.681080/Hs.713391/Hs.713711"	"Hs.436922/Hs.657352/Hs.663879/Hs.681080/Hs.713391/Hs.713711"	"13"	"50570024"	"1"	"testes"	"testes"
"ENST00000378187"	"ENSG00000204978"	"C19orf69"	"100170765"	"Hs.649452"	"Hs.649452"	"19"	"41949063"	"1"	"kidney_cortex"	"kidney_cortex"
"ENST00000378197"	"ENSG00000152464"	"RPP38"	"10557"	"Hs.94986/Hs.668820/Hs.668951"	"Hs.94986/Hs.668820/Hs.668951"	"10"	"15139179"	"1"	"testes"	"testes"
"ENST00000378198"	"ENSG00000111802"	"TDP2"	"51567"	"Hs.403010"	"Hs.403010"	"6"	"24650205"	"1"	"prostate_gland"	"prostate_gland"
"ENST00000378202"	"ENSG00000152464"	"RPP38"	"10557"	"Hs.94986/Hs.668820/Hs.668951"	"Hs.94986/Hs.668820/Hs.668951"	"10"	"15139179"	"1"	"testes"	"testes"
"ENST00000378203"	"ENSG00000152464"	"RPP38"	"10557"	"Hs.94986/Hs.668820/Hs.668951"	"Hs.94986/Hs.668820/Hs.668951"	"10"	"15139179"	"1"	"testes"	"testes"
"ENST00000378226"	"ENSG00000132640"	"BTBD3"	"22903"	"Hs.244590/Hs.709366"	"Hs.244590/Hs.709366"	"20"	"11871371"	"1"	"cerebellum/hippocampus"	"cerebellum"
"ENST00000378240"	"ENSG00000197889"	"MEIG1"	"644890"	"Hs.257249/Hs.615546"	"Hs.257249/Hs.615546"	"10"	"15001438"	"1"	"testes"	"testes"
"ENST00000378243"	"ENSG00000112293"	"GPLD1"	"2822"	"Hs.533291"	"Hs.533291"	"6"	"24424793"	"1"	"liver"	"liver"
"ENST00000378262"	"ENSG00000179915"	"NRXN1"	"9378"	"Hs.597143/Hs.620027/Hs.637685/Hs.733743"	"Hs.597143/Hs.620027/Hs.637685/Hs.733743"	"2"	"50145643"	"1"	"amygdala/cerebellum/cerebral_cortex/frontal_lobe/parietal_lobe/occipital_lobe/temporal_lobe"	"frontal_lobe"
"ENST00000378292"	"ENSG00000198467"	"TPM2"	"7169"	""	""	"9"	"35681989"	"2"	"saphenous_vein/skeletal_muscle"	"saphenous_vein"
"ENST00000378302"	"ENSG00000136144"	"RCBTB1"	"55213"	"Hs.594451"	"Hs.594451"	"13"	"50106082"	"1"	"thyroid_gland"	"thyroid_gland"
"ENST00000378325"	"ENSG00000152455"	"SUV39H2"	"79723"	"Hs.554883"	"Hs.554883"	"10"	"14920819"	"1"	"testes"	"testes"
"ENST00000378357"	"ENSG00000107159"	"CA9"	"768"	"Hs.63287/Hs.713291"	"Hs.63287/Hs.713291"	"9"	"35673853"	"1"	"stomach_cardiac/stomach_pyloric"	"stomach_pyloric"
"ENST00000378380"	"ENSG00000132623"	"ANKEF1"	"63926"	"Hs.70903/Hs.642367"	"Hs.70903/Hs.642367"	"20"	"9966774"	"1"	"testes"	"testes"
"ENST00000378392"	"ENSG00000132623"	"ANKEF1"	"63926"	"Hs.70903/Hs.642367"	"Hs.70903/Hs.642367"	"20"	"9966774"	"1"	"testes"	"testes"
"ENST00000378402"	"ENSG00000205038"	"PKHD1L1"	"93035"	"Hs.170128"	"Hs.170128"	"8"	"110374706"	"1"	"thyroid_gland"	"thyroid_gland"
"ENST00000378404"	"ENSG00000169717"	"ACTRT2"	"140625"	"Hs.236635"	"Hs.236635"	"1"	"2938046"	"1"	"testes"	"testes"
"ENST00000378423"	"ENSG00000101349"	"PAK7"	"57144"	"Hs.32539"	"Hs.32539"	"20"	"9518036"	"1"	"cerebellum/cerebral_cortex/parietal_lobe/occipital_lobe"	"cerebellum"
"ENST00000378429"	"ENSG00000101349"	"PAK7"	"57144"	"Hs.32539"	"Hs.32539"	"20"	"9518036"	"1"	"cerebellum/cerebral_cortex/parietal_lobe/occipital_lobe"	"cerebellum"
"ENST00000378439"	"ENSG00000147655"	"RSPO2"	"340419"	"Hs.444834"	"Hs.444834"	"8"	"108911544"	"2"	"dorsal_root_ganglia/occipital_lobe"	"dorsal_root_ganglia"
"ENST00000378449"	"ENSG00000141161"	"UNC45B"	"146862"	"Hs.379636"	"Hs.379636"	"17"	"33474836"	"4"	"heart_atrium/heart_ventricle/pharyngeal_mucosa/skeletal_muscle/tongue_main_corpus/tongue_superior_part_w/_papillae"	"skeletal_muscle"
"ENST00000378450"	"ENSG00000146038"	"DCDC2"	"51473"	"Hs.61345/Hs.618980"	"Hs.61345/Hs.618980"	"6"	"24171984"	"1"	"kidney_cortex/kidney_medulla"	"kidney_medulla"
"ENST00000378454"	"ENSG00000146038"	"DCDC2"	"51473"	"Hs.61345/Hs.618980"	"Hs.61345/Hs.618980"	"6"	"24171984"	"1"	"kidney_cortex/kidney_medulla"	"kidney_medulla"
"ENST00000378470"	"ENSG00000065809"	"FAM107B"	"83641"	"Hs.592637/Hs.446315/Hs.734884"	"Hs.592637/Hs.446315/Hs.734884"	"10"	"14560556"	"1"	"corpus_callosum"	"corpus_callosum"
"ENST00000378473"	"ENSG00000101333"	"PLCB4"	"5332"	"Hs.592658/Hs.472101"	"Hs.592658/Hs.472101"	"20"	"9049410"	"3"	"cerebellum/salivary_gland/urethra"	"salivary_gland"
"ENST00000378482"	"ENSG00000156298"	"TSPAN7"	"7102"	"Hs.441664"	"Hs.441664"	"X"	"38420623"	"1"	"amygdala/putamen/accumbens/cerebellum/cerebral_cortex/frontal_lobe/hippocampus/parietal_lobe/occipital_lobe/temporal_lobe"	"occipital_lobe"
"ENST00000378491"	"ENSG00000152954"	"NRSN1"	"140767"	"Hs.726270"	"Hs.726270"	"6"	"24126350"	"1"	"amygdala/putamen/accumbens/cerebral_cortex/frontal_lobe/hypothalamus/midbrain/parietal_lobe/occipital_lobe/temporal_lobe/thalamus/ventral_tegmental_area/vestibular_nuclei_superior"	"occipital_lobe"
"ENST00000378493"	"ENSG00000101333"	"PLCB4"	"5332"	"Hs.592658/Hs.472101"	"Hs.592658/Hs.472101"	"20"	"9049410"	"3"	"cerebellum/salivary_gland/urethra"	"salivary_gland"
"ENST00000378501"	"ENSG00000101333"	"PLCB4"	"5332"	"Hs.592658/Hs.472101"	"Hs.592658/Hs.472101"	"20"	"9049410"	"3"	"cerebellum/salivary_gland/urethra"	"salivary_gland"
"ENST00000378533"	"ENSG00000101955"	"SRPX"	"8406"	"Hs.603159/Hs.15154"	"Hs.603159/Hs.15154"	"X"	"38008589"	"3"	"adipose_tissue_omental/heart_atrium/stomach_fundus"	"adipose_tissue_omental"
"ENST00000378538"	"ENSG00000066336"	"SPI1"	"6688"	"Hs.502511"	"Hs.502511"	"11"	"47376411"	"2"	"bone_marrow/lung"	"bone_marrow"
"ENST00000378553"	"ENSG00000154099"	"DNAAF1"	"123872"	"Hs.310164/Hs.703315"	"Hs.310164/Hs.703315"	"16"	"84178865"	"1"	"testes"	"testes"
"ENST00000378567"	"ENSG00000067606"	"PRKCZ"	"5590"	"Hs.496255"	"Hs.496255"	"1"	"1981909"	"2"	"amygdala/putamen/accumbens/cerebellum/cerebral_cortex/frontal_lobe/hippocampus/parietal_lobe/occipital_lobe/temporal_lobe/testes"	"parietal_lobe"
"ENST00000378576"	"ENSG00000106484"	"MEST"	"4232"	"Hs.596119"	"Hs.596119"	"7"	"130126012"	"2"	"adipose_tissue_omental/adipose_tissue_subcutaneous/spleen"	"adipose_tissue_omental"
"ENST00000378585"	"ENSG00000187730"	"GABRD"	"2563"	"Hs.113882"	"Hs.113882"	"1"	"1950780"	"1"	"putamen/cerebellum/frontal_lobe/parietal_lobe/occipital_lobe"	"cerebellum"
"ENST00000378588"	"ENSG00000165168"	"CYBB"	"1536"	"Hs.599853/Hs.292356"	"Hs.599853/Hs.292356"	"X"	"37639264"	"2"	"bone_marrow/lung"	"bone_marrow"
"ENST00000378598"	"ENSG00000178821"	"TMEM52"	"339456"	"Hs.123423"	"Hs.123423"	"1"	"1849029"	"3"	"skeletal_muscle/salivary_gland/tongue_main_corpus"	"skeletal_muscle"
"ENST00000378602"	"ENSG00000178821"	"TMEM52"	"339456"	"Hs.123423"	"Hs.123423"	"1"	"1849029"	"3"	"skeletal_muscle/salivary_gland/tongue_main_corpus"	"skeletal_muscle"
"ENST00000378604"	"ENSG00000169885"	"CALML6"	"163688"	"Hs.85902"	"Hs.85902"	"1"	"1846266"	"1"	"tongue_main_corpus"	"tongue_main_corpus"
"ENST00000378616"	"ENSG00000047597"	"XK"	"7504"	"Hs.78919"	"Hs.78919"	"X"	"37545012"	"1"	"bone_marrow"	"bone_marrow"
"ENST00000378621"	"ENSG00000147036"	"LANCL3"	"347404"	"Hs.521932/Hs.445169"	"Hs.521932/Hs.445169"	"X"	"37430822"	"1"	"dorsal_root_ganglia/trigeminal_ganglia"	"dorsal_root_ganglia"
"ENST00000378628"	"ENSG00000130962"	"PRRG1"	"5638"	"Hs.190341"	"Hs.190341"	"X"	"37208528"	"1"	"corpus_callosum/midbrain/medulla/nodose_nucleus/spinal_cord/subthalamic_nucleus/ventral_tegmental_area"	"corpus_callosum"
"ENST00000378634"	"ENSG00000172301"	"COPRS"	"55352"	""	""	"17"	"30178883"	"1"	"testes"	"testes"
"ENST00000378677"	"ENSG00000198947"	"DMD"	"1756"	"Hs.495912/Hs.653669"	"Hs.495912/Hs.653669"	"X"	"31115794"	"1"	"dorsal_root_ganglia/trigeminal_ganglia"	"trigeminal_ganglia"
"ENST00000378679"	"ENSG00000164403"	"SHROOM1"	"134549"	"Hs.519574"	"Hs.519574"	"5"	"132157833"	"1"	"prostate_gland"	"prostate_gland"
"ENST00000378685"	"ENSG00000128596"	"CCDC136"	"64753"	"Hs.521178"	"Hs.521178"	"7"	"128430811"	"2"	"cerebellum/cerebral_cortex/hypothalamus/parietal_lobe/occipital_lobe/thalamus/testes"	"testes"
"ENST00000378688"	"ENSG00000102468"	"HTR2A"	"3356"	"Hs.605553/Hs.72630"	"Hs.605553/Hs.72630"	"13"	"47405685"	"1"	"cerebral_cortex/frontal_lobe/parietal_lobe/occipital_lobe/temporal_lobe"	"occipital_lobe"
"ENST00000378693"	"ENSG00000198944"	"SOWAHA"	"134548"	"Hs.13308"	"Hs.13308"	"5"	"132149033"	"1"	"amygdala/putamen/accumbens/cerebral_cortex/frontal_lobe/hippocampus/parietal_lobe/occipital_lobe/temporal_lobe"	"putamen"
"ENST00000378695"	"ENSG00000173401"	"GLIPR1L1"	"256710"	"Hs.567788"	"Hs.567788"	"12"	"75728419"	"1"	"testes"	"testes"
"ENST00000378699"	"ENSG00000164402"	"SEPT8"	"23176"	"Hs.593258/Hs.522057"	"Hs.593258/Hs.522057"	"5"	"132086509"	"1"	"putamen/accumbens/corpus_callosum/cerebral_cortex/frontal_lobe/hippocampus/hypothalamus/midbrain/medulla/parietal_lobe/nodose_nucleus/occipital_lobe/spinal_cord/subthalamic_nucleus/substantia_nigra/temporal_lobe/thalamus/ventral_tegmental_area/vestibular_nuclei_superior"	"nodose_nucleus"
"ENST00000378700"	"ENSG00000172201"	"ID4"	"3400"	"Hs.519601/Hs.618042/Hs.636289"	"Hs.519601/Hs.618042/Hs.636289"	"6"	"19837617"	"3"	"saphenous_vein/thyroid_gland/urethra"	"thyroid_gland"
"ENST00000378701"	"ENSG00000164402"	"SEPT8"	"23176"	"Hs.593258/Hs.522057"	"Hs.593258/Hs.522057"	"5"	"132086509"	"1"	"amygdala/putamen/accumbens/corpus_callosum/cerebral_cortex/frontal_lobe/hippocampus/hypothalamus/midbrain/medulla/parietal_lobe/nodose_nucleus/occipital_lobe/spinal_cord/subthalamic_nucleus/substantia_nigra/temporal_lobe/thalamus/ventral_tegmental_area/vestibular_nuclei_superior"	"nodose_nucleus"
"ENST00000378704"	"ENSG00000205085"	"FAM71F2"	"346653"	"Hs.445236"	"Hs.445236"	"7"	"128312342"	"1"	"testes"	"testes"
"ENST00000378706"	"ENSG00000164402"	"SEPT8"	"23176"	"Hs.593258/Hs.522057"	"Hs.593258/Hs.522057"	"5"	"132086509"	"1"	"corpus_callosum/nodose_nucleus/subthalamic_nucleus"	"corpus_callosum"
"ENST00000378707"	"ENSG00000198947"	"DMD"	"1756"	"Hs.495912/Hs.653669"	"Hs.495912/Hs.653669"	"X"	"31115794"	"1"	"dorsal_root_ganglia/trigeminal_ganglia"	"trigeminal_ganglia"
"ENST00000378717"	"ENSG00000106348"	"IMPDH1"	"3614"	"Hs.654401"	"Hs.654401"	"7"	"128032331"	"1"	"dorsal_root_ganglia"	"dorsal_root_ganglia"
"ENST00000378719"	"ENSG00000164402"	"SEPT8"	"23176"	"Hs.593258/Hs.522057"	"Hs.593258/Hs.522057"	"5"	"132086509"	"1"	"amygdala/putamen/accumbens/cerebellum/corpus_callosum/cerebral_cortex/frontal_lobe/hippocampus/hypothalamus/medulla/parietal_lobe/nodose_nucleus/occipital_lobe/spinal_cord/substantia_nigra/temporal_lobe/thalamus/ventral_tegmental_area/vestibular_nuclei_superior"	"occipital_lobe"
"ENST00000378723"	"ENSG00000198947"	"DMD"	"1756"	"Hs.495912/Hs.653669"	"Hs.495912/Hs.653669"	"X"	"31115794"	"1"	"dorsal_root_ganglia/trigeminal_ganglia"	"trigeminal_ganglia"
"ENST00000378735"	"ENSG00000131437"	"KIF3A"	"11127"	"Hs.43670/Hs.709744"	"Hs.43670/Hs.709744"	"5"	"132028320"	"2"	"dorsal_root_ganglia/cerebral_cortex/midbrain/parietal_lobe/occipital_lobe/temporal_lobe/vestibular_nuclei_superior"	"occipital_lobe"
"ENST00000378746"	"ENSG00000131437"	"KIF3A"	"11127"	"Hs.43670/Hs.709744"	"Hs.43670/Hs.709744"	"5"	"132028320"	"2"	"amygdala/dorsal_root_ganglia/cerebral_cortex/frontal_lobe/hippocampus/hypothalamus/midbrain/medulla/parietal_lobe/occipital_lobe/temporal_lobe/thalamus/trigeminal_ganglia/vestibular_nuclei_superior"	"occipital_lobe"
"ENST00000378747"	"ENSG00000123240"	"OPTN"	"10133"	"Hs.332706/Hs.713120"	"Hs.332706/Hs.713120"	"10"	"13141449"	"1"	"skeletal_muscle"	"skeletal_muscle"
"ENST00000378748"	"ENSG00000123240"	"OPTN"	"10133"	"Hs.332706/Hs.713120"	"Hs.332706/Hs.713120"	"10"	"13141449"	"1"	"skeletal_muscle"	"skeletal_muscle"
"ENST00000378752"	"ENSG00000123240"	"OPTN"	"10133"	"Hs.332706/Hs.713120"	"Hs.332706/Hs.713120"	"10"	"13141449"	"1"	"skeletal_muscle"	"skeletal_muscle"
"ENST00000378757"	"ENSG00000123240"	"OPTN"	"10133"	"Hs.332706/Hs.713120"	"Hs.332706/Hs.713120"	"10"	"13141449"	"1"	"skeletal_muscle"	"skeletal_muscle"
"ENST00000378764"	"ENSG00000123240"	"OPTN"	"10133"	"Hs.332706/Hs.713120"	"Hs.332706/Hs.713120"	"10"	"13141449"	"1"	"skeletal_muscle"	"skeletal_muscle"
"ENST00000378778"	"ENSG00000153233"	"PTPRR"	"5801"	"Hs.506076"	"Hs.506076"	"12"	"71031853"	"1"	"amygdala/cerebellum"	"cerebellum"
"ENST00000378781"	"ENSG00000102445"	"KIAA0226L"	"80183"	"Hs.98117"	"Hs.98117"	"13"	"46916139"	"3"	"bone_marrow/spleen/tonsil"	"bone_marrow"
"ENST00000378784"	"ENSG00000102445"	"KIAA0226L"	"80183"	"Hs.98117"	"Hs.98117"	"13"	"46916139"	"3"	"bone_marrow/spleen/tonsil"	"bone_marrow"
"ENST00000378787"	"ENSG00000102445"	"KIAA0226L"	"80183"	"Hs.98117"	"Hs.98117"	"13"	"46916139"	"3"	"bone_marrow/spleen/tonsil"	"bone_marrow"
"ENST00000378788"	"ENSG00000205108"	"FAM205A"	"259308"	"Hs.522093"	"Hs.522093"	"9"	"34723052"	"1"	"testes"	"testes"
"ENST00000378789"	"ENSG00000101323"	"HAO1"	"54363"	"Hs.193640"	"Hs.193640"	"20"	"7863628"	"1"	"liver"	"liver"
"ENST00000378797"	"ENSG00000102445"	"KIAA0226L"	"80183"	"Hs.98117"	"Hs.98117"	"13"	"46916139"	"3"	"bone_marrow/spleen/tonsil"	"bone_marrow"
"ENST00000378800"	"ENSG00000172724"	"CCL19"	"6363"	"Hs.50002"	"Hs.50002"	"9"	"34689564"	"4"	"bronchus/adipose_tissue/adipose_tissue_subcutaneous/colon_cecum/lymph_nodes/tonsil"	"tonsil"
"ENST00000378809"	"ENSG00000127328"	"RAB3IP"	"117177"	"Hs.605133/Hs.258209/Hs.609823"	"Hs.605133/Hs.258209/Hs.609823"	"12"	"70132461"	"1"	"testes"	"testes"
"ENST00000378825"	"ENSG00000151468"	"CCDC3"	"83643"	"Hs.498720/Hs.619136"	"Hs.498720/Hs.619136"	"10"	"12938627"	"3"	"coronary_artery/saphenous_vein/urethra"	"saphenous_vein"
"ENST00000378827"	"ENSG00000125845"	"BMP2"	"650"	"Hs.73853"	"Hs.73853"	"20"	"6748311"	"1"	"stomach_pyloric"	"stomach_pyloric"
"ENST00000378839"	"ENSG00000151468"	"CCDC3"	"83643"	"Hs.498720/Hs.619136"	"Hs.498720/Hs.619136"	"10"	"12938627"	"3"	"coronary_artery/saphenous_vein/urethra"	"saphenous_vein"
"ENST00000378847"	"ENSG00000183049"	"CAMK1D"	"57118"	"Hs.600547/Hs.659517/Hs.713126/Hs.713841/Hs.739758"	"Hs.600547/Hs.659517/Hs.713126/Hs.713841/Hs.739758"	"10"	"12391481"	"1"	"putamen/parietal_lobe/occipital_lobe"	"parietal_lobe"
"ENST00000378850"	"ENSG00000205129"	"C4orf47"	"441054"	""	""	"4"	"186347394"	"1"	"testes"	"testes"
"ENST00000378853"	"ENSG00000175756"	"AURKAIP1"	"54998"	""	""	"1"	"1309110"	"1"	"testes"	"testes"
"ENST00000378867"	"ENSG00000135362"	"PRR5L"	"79899"	"Hs.19987/Hs.609771"	"Hs.19987/Hs.609771"	"11"	"36317838"	"1"	"spleen"	"spleen"
"ENST00000378878"	"ENSG00000149090"	"PAMR1"	"25891"	"Hs.55044"	"Hs.55044"	"11"	"35453370"	"1"	"endometrium"	"endometrium"
"ENST00000378880"	"ENSG00000149090"	"PAMR1"	"25891"	"Hs.55044"	"Hs.55044"	"11"	"35453370"	"1"	"endometrium"	"endometrium"
"ENST00000378910"	"ENSG00000161270"	"NPHS1"	"4868"	"Hs.569951/Hs.122186"	"Hs.569951/Hs.122186"	"19"	"36316866"	"1"	"kidney_cortex"	"kidney_cortex"
"ENST00000378961"	"ENSG00000089199"	"CHGB"	"1114"	"Hs.516874/Hs.629339"	"Hs.516874/Hs.629339"	"20"	"5892076"	"2"	"amygdala/adrenal_gland_cortex/cerebellum/cerebral_cortex/frontal_lobe/hippocampus/hypothalamus/midbrain/medulla/parietal_lobe/occipital_lobe/pituitary_gland/substantia_nigra/temporal_lobe/ventral_tegmental_area/vestibular_nuclei_superior"	"pituitary_gland"
"ENST00000378962"	"ENSG00000120280"	"CXorf21"	"80231"	"Hs.665009"	"Hs.665009"	"X"	"30576941"	"1"	"spleen"	"spleen"
"ENST00000378966"	"ENSG00000174015"	"SPERT"	"220082"	"Hs.186363"	"Hs.186363"	"13"	"46276446"	"1"	"testes"	"testes"
"ENST00000378988"	"ENSG00000099399"	"MAGEB2"	"4113"	"Hs.113824"	"Hs.113824"	"X"	"30233677"	"1"	"testes"	"testes"
"ENST00000378990"	"ENSG00000112186"	"CAP2"	"10486"	"Hs.605285/Hs.132902"	"Hs.605285/Hs.132902"	"6"	"17393447"	"3"	"amygdala/cerebral_cortex/frontal_lobe/hippocampus/parietal_lobe/occipital_lobe/skeletal_muscle/temporal_lobe/tongue_main_corpus"	"skeletal_muscle"
"ENST00000379018"	"ENSG00000131435"	"PDLIM4"	"8572"	"Hs.424312"	"Hs.424312"	"5"	"131593364"	"3"	"pharyngeal_mucosa/oral_mucosa/urethra"	"oral_mucosa"
"ENST00000379024"	"ENSG00000091129"	"NRCAM"	"4897"	"Hs.713211"	"Hs.713211"	"7"	"107788068"	"1"	"parietal_lobe"	"parietal_lobe"
"ENST00000379028"	"ENSG00000091129"	"NRCAM"	"4897"	"Hs.713211"	"Hs.713211"	"7"	"107788068"	"1"	"amygdala/cerebral_cortex/frontal_lobe/hippocampus/parietal_lobe/occipital_lobe/temporal_lobe/thalamus"	"parietal_lobe"
"ENST00000379044"	"ENSG00000004848"	"ARX"	"170302"	"Hs.300304/Hs.614435"	"Hs.300304/Hs.614435"	"X"	"25021811"	"3"	"amygdala/cerebral_cortex/frontal_lobe/parietal_lobe/occipital_lobe/ovary/skeletal_muscle/temporal_lobe"	"ovary"
"ENST00000379046"	"ENSG00000181019"	"NQO1"	"1728"	"Hs.406515/Hs.707431"	"Hs.406515/Hs.707431"	"16"	"69740899"	"4"	"bronchus/oral_mucosa/stomach_pyloric/trachea"	"bronchus"
"ENST00000379047"	"ENSG00000181019"	"NQO1"	"1728"	"Hs.406515/Hs.707431"	"Hs.406515/Hs.707431"	"16"	"69740899"	"5"	"bronchus/esophagus/oral_mucosa/stomach_pyloric/trachea"	"bronchus"
