"ensembl.transcript"	"ensembl.gene"	"gene.symbol"	"entrezID"	"refseqID"	"unigeneID"	"chrom"	"startsite"	"tiss.number"	"tissues"	"max.tissue"
"ENSMUST00000034022"	"ENSMUSG00000031609"	"Sap30"	"60406"	"Mm.118"	"Mm.118"	"8"	"57482707"	"3"	"kidney/fertilizedegg/oocyte"	"fertilizedegg"
"ENSMUST00000034030"	"ENSMUSG00000031617"	"Tmem184c"	"234463"	"Mm.273578/Mm.412914/Mm.449857"	"Mm.273578/Mm.412914/Mm.449857"	"8"	"77595982"	"1"	"dorsalrootganglion/trigeminal"	"dorsalrootganglion"
"ENSMUST00000034033"	"ENSMUSG00000031620"	"1700007B14Rik"	"71831"	"Mm.443238"	"Mm.443238"	"8"	"75448694"	"1"	"testis"	"testis"
"ENSMUST00000034048"	"ENSMUSG00000031631"	"4933411K20Rik"	"66756"	"Mm.133623/Mm.413781/Mm.481199/Mm.487309"	"Mm.133623/Mm.413781/Mm.481199/Mm.487309"	"8"	"46151771"	"1"	"testis"	"testis"
"ENSMUST00000034049"	"ENSMUSG00000031633"	"Slc25a4"	"11739"	"Mm.16228/Mm.393487"	"Mm.16228/Mm.393487"	"8"	"46206797"	"1"	"skeletalmuscle"	"skeletalmuscle"
"ENSMUST00000034052"	"ENSMUSG00000031635"	"Anxa10"	"26359"	"Mm.42179"	"Mm.42179"	"8"	"62057042"	"1"	"stomach"	"stomach"
"ENSMUST00000034053"	"ENSMUSG00000031636"	"Pdlim3"	"53318"	""	""	"8"	"45885485"	"2"	"bladder/skeletalmuscle"	"skeletalmuscle"
"ENSMUST00000034054"	"ENSMUSG00000031635"	"Anxa10"	"26359"	"Mm.42179"	"Mm.42179"	"8"	"62057042"	"1"	"stomach"	"stomach"
"ENSMUST00000034057"	"ENSMUSG00000058056"	"Palld"	"72333"	"Mm.29933"	"Mm.29933"	"8"	"61513246"	"3"	"umbilicalcord/fertilizedegg/oocyte"	"umbilicalcord"
"ENSMUST00000034074"	"ENSMUSG00000031652"	"N4bp1"	"80750"	"Mm.25117"	"Mm.25117"	"8"	"86841139"	"2"	"fertilizedegg/oocyte"	"oocyte"
"ENSMUST00000034076"	"ENSMUSG00000031654"	"Cbln1"	"12404"	"Mm.470723"	"Mm.470723"	"8"	"87468854"	"1"	"cerebellum"	"cerebellum"
"ENSMUST00000034085"	"ENSMUSG00000031660"	"Brd7"	"26992"	"Mm.5400"	"Mm.5400"	"8"	"88331039"	"2"	"fertilizedegg/oocyte"	"oocyte"
"ENSMUST00000034109"	"ENSMUSG00000031682"	"1700011L22Rik"	"67687"	""	""	"8"	"79210430"	"1"	"testis"	"testis"
"ENSMUST00000034132"	"ENSMUSG00000031697"	"Orc6"	"56452"	"Mm.29709/Mm.398482"	"Mm.29709/Mm.398482"	"8"	"85299632"	"2"	"fertilizedegg/oocyte"	"oocyte"
"ENSMUST00000034133"	"ENSMUSG00000031698"	"Mylk3"	"213435"	"Mm.32804"	"Mm.32804"	"8"	"85324303"	"1"	"heart"	"heart"
"ENSMUST00000034136"	"ENSMUSG00000031700"	"Gpt2"	"108682"	"Mm.200423"	"Mm.200423"	"8"	"85492576"	"1"	"liver"	"liver"
"ENSMUST00000034146"	"ENSMUSG00000031710"	"Ucp1"	"22227"	""	""	"8"	"83290348"	"3"	"adrenalgland/brownfat/trachea"	"brownfat"
"ENSMUST00000034178"	"ENSMUSG00000031725"	"Ces1f"	"234564"	"Mm.29110"	"Mm.29110"	"8"	"93256236"	"4"	"adiposetissue/kidney/liver/largeintestine/smallintestine"	"kidney"
"ENSMUST00000034187"	"ENSMUSG00000031740"	"Mmp2"	"17390"	"Mm.29564/Mm.418282"	"Mm.29564/Mm.418282"	"8"	"92827328"	"2"	"umbilicalcord/digits/snoutepidermis"	"snoutepidermis"
"ENSMUST00000034189"	"ENSMUSG00000057400"	"Ces1c"	"13884"	"Mm.88078"	"Mm.88078"	"8"	"93099015"	"1"	"liver"	"liver"
"ENSMUST00000034198"	"ENSMUSG00000031748"	"Gnao1"	"14681"	"Mm.251445/Mm.487013"	"Mm.251445/Mm.487013"	"8"	"93809966"	"2"	"cerebellum/dorsalstriatum/cortex/frontalcortex/hippocampus/olfactorybulb/substantianigra/dorsalrootganglion/amygdala/hypothalamus/spinalcordlower/preoptic"	"dorsalrootganglion"
"ENSMUST00000034205"	"ENSMUSG00000031756"	"Cenpn"	"72155"	"Mm.452351"	"Mm.452351"	"8"	"116921740"	"3"	"testis/fertilizedegg/oocyte"	"oocyte"
"ENSMUST00000034207"	"ENSMUSG00000031757"	"Mt4"	"17752"	"Mm.1536"	"Mm.1536"	"8"	"94137204"	"2"	"digits/snoutepidermis/tongueepidermis/trachea"	"tongueepidermis"
"ENSMUST00000034211"	"ENSMUSG00000031760"	"Mt3"	"17751"	""	""	"8"	"94152607"	"2"	"cerebellum/dorsalstriatum/cortex/frontalcortex/hippocampus/olfactorybulb/substantianigra/amygdala/trigeminal/hypothalamus/spinalcordlower/spinalcordupper/preoptic"	"substantianigra"
"ENSMUST00000034214"	"ENSMUSG00000031762"	"Mt2"	"17750"	""	""	"8"	"94172618"	"4"	"prostate/umbilicalcord/embryoday6.5/blastocysts/digits/tongueepidermis"	"blastocysts"
"ENSMUST00000034215"	"ENSMUSG00000031765"	"Mt1"	"17748"	""	""	"8"	"94179089"	"2"	"prostate/embryoday6.5/blastocysts"	"blastocysts"
"ENSMUST00000034220"	"ENSMUSG00000031770"	"Herpud1"	"64209"	"Mm.29151"	"Mm.29151"	"8"	"94386438"	"4"	"liver/prostate/salivarygland/vomeralnasalorgan(VMO)"	"liver"
"ENSMUST00000034230"	"ENSMUSG00000031778"	"Cx3cl1"	"20312"	"Mm.103711/Mm.397008/Mm.475039"	"Mm.103711/Mm.397008/Mm.475039"	"8"	"94772009"	"1"	"dorsalstriatum/cortex/frontalcortex/hippocampus/olfactorybulb/amygdala"	"cortex"
"ENSMUST00000034234"	"ENSMUSG00000031782"	"Coq9"	"67914"	""	""	"8"	"94838321"	"2"	"heart/skeletalmuscle"	"skeletalmuscle"
"ENSMUST00000034240"	"ENSMUSG00000031788"	"Kifc3"	"16582"	"Mm.378951"	"Mm.378951"	"8"	"95099832"	"1"	"oocyte"	"oocyte"
"ENSMUST00000034244"	"ENSMUSG00000031791"	"Tmem38a"	"74166"	""	""	"8"	"72572103"	"2"	"tongueepidermis/skeletalmuscle"	"skeletalmuscle"
"ENSMUST00000034261"	"ENSMUSG00000079019"	"Insl3"	"16336"	""	""	"8"	"71689214"	"1"	"testis"	"testis"
"ENSMUST00000034265"	"ENSMUSG00000031809"	"1700018B08Rik"	"76405"	"Mm.165697"	"Mm.165697"	"8"	"121530780"	"1"	"testis"	"testis"
"ENSMUST00000034282"	"ENSMUSG00000031825"	"Crispld2"	"78892"	"Mm.264680/Mm.402181"	"Mm.264680/Mm.402181"	"8"	"119992438"	"2"	"uterus/umbilicalcord"	"umbilicalcord"
"ENSMUST00000034301"	"ENSMUSG00000031840"	"Rab3a"	"19339"	"Mm.5083/Mm.414088"	"Mm.5083/Mm.414088"	"8"	"70754679"	"2"	"cerebellum/dorsalstriatum/cortex/frontalcortex/hippocampus/olfactorybulb/substantianigra/dorsalrootganglion/amygdala/trigeminal/hypothalamus/spinalcordlower/spinalcordupper/preoptic"	"preoptic"
"ENSMUST00000034303"	"ENSMUSG00000031843"	"Mphosph6"	"68533"	"Mm.397907"	"Mm.397907"	"8"	"117791645"	"2"	"fertilizedegg/oocyte"	"oocyte"
"ENSMUST00000034304"	"ENSMUSG00000031844"	"Hsd17b2"	"15486"	"Mm.276466"	"Mm.276466"	"8"	"117701946"	"2"	"liver/largeintestine"	"largeintestine"
"ENSMUST00000034344"	"ENSMUSG00000074127"	"Cmtm2a"	"73381"	"Mm.272746"	"Mm.272746"	"8"	"104281042"	"1"	"testis"	"testis"
"ENSMUST00000034346"	"ENSMUSG00000055730"	"Ces2a"	"102022"	"Mm.212983"	"Mm.212983"	"8"	"104734003"	"2"	"liver/largeintestine/smallintestine"	"liver"
"ENSMUST00000034363"	"ENSMUSG00000031891"	"Hsd11b2"	"15484"	"Mm.5079"	"Mm.5079"	"8"	"105518746"	"4"	"uterus/kidney/largeintestine/ovary"	"uterus"
"ENSMUST00000034368"	"ENSMUSG00000031896"	"Ctrl"	"109660"	""	""	"8"	"105931994"	"2"	"spleen/pancreas"	"spleen"
"ENSMUST00000034371"	"ENSMUSG00000031898"	"Dpep3"	"71854"	"Mm.173395"	"Mm.173395"	"8"	"105973520"	"1"	"testis"	"testis"
"ENSMUST00000034377"	"ENSMUSG00000031903"	"Pla2g15"	"192654"	"Mm.284770"	"Mm.284770"	"8"	"106150399"	"1"	"blastocysts"	"blastocysts"
"ENSMUST00000034393"	"ENSMUSG00000031919"	"Tmed6"	"66269"	""	""	"8"	"107061484"	"3"	"spleen/stomach/pancreas"	"stomach"
"ENSMUST00000034400"	"ENSMUSG00000031924"	"Cyb5b"	"66427/100047577"	"Mm.20242/Mm.408975"	"Mm.20242/Mm.408975"	"8"	"107150661"	"1"	"adrenalgland"	"adrenalgland"
"ENSMUST00000034435"	"ENSMUSG00000031957"	"Ctrb1"	"66473"	""	""	"8"	"111686510"	"2"	"spleen/pancreas"	"spleen"
"ENSMUST00000034469"	"ENSMUSG00000031987"	"Egln1"	"112405"	"Mm.140619"	"Mm.140619"	"8"	"124908596"	"3"	"fertilizedegg/oocyte/blastocysts"	"oocyte"
"ENSMUST00000034473"	"ENSMUSG00000031991"	"Spata19"	"75469"	""	""	"9"	"27396821"	"1"	"testis"	"testis"
"ENSMUST00000034499"	"ENSMUSG00000032002"	"Dcun1d5"	"76863"	"Mm.27293"	"Mm.27293"	"9"	"7184566"	"2"	"fertilizedegg/oocyte"	"oocyte"
"ENSMUST00000034508"	"ENSMUSG00000032010"	"Usp2"	"53376"	"Mm.272770/Mm.420660"	"Mm.272770/Mm.420660"	"9"	"44067021"	"1"	"testis"	"testis"
"ENSMUST00000034511"	"ENSMUSG00000032013"	"Trim29"	"72169"	"Mm.273277"	"Mm.273277"	"9"	"43310763"	"1"	"epidermis/digits/snoutepidermis/tongueepidermis"	"snoutepidermis"
"ENSMUST00000034534"	"ENSMUSG00000032035"	"Ets1"	"23871"	"Mm.292415/Mm.404031/Mm.407314/Mm.487734/Mm.487951"	"Mm.292415/Mm.404031/Mm.407314/Mm.487734/Mm.487951"	"9"	"32636221"	"1"	"cd4+Tcell/cd8+Tcell/b220+bcell/thymus"	"cd4+Tcell"
"ENSMUST00000034537"	"ENSMUSG00000032038"	"St3gal4"	"20443"	"Mm.275973/Mm.391926"	"Mm.275973/Mm.391926"	"9"	"35046579"	"1"	"smallintestine"	"smallintestine"
"ENSMUST00000034543"	"ENSMUSG00000032044"	"Rpusd4"	"71989"	"Mm.273515/Mm.416345/Mm.474966"	"Mm.273515/Mm.416345/Mm.474966"	"9"	"35267865"	"2"	"fertilizedegg/oocyte"	"oocyte"
"ENSMUST00000034552"	"ENSMUSG00000032051"	"Fdx1"	"14148"	""	""	"9"	"51943307"	"3"	"adrenalgland/liver/ovary"	"adrenalgland"
"ENSMUST00000034554"	"ENSMUSG00000032053"	"Pou2af1"	"18985"	"Mm.897"	"Mm.897"	"9"	"51213690"	"4"	"lymphnode/spleen/b220+bcell/trachea/bonemarrow"	"b220+bcell"
"ENSMUST00000034585"	"ENSMUSG00000032080"	"Apoa4"	"11808"	""	""	"9"	"46240696"	"2"	"placenta/smallintestine"	"smallintestine"
"ENSMUST00000034586"	"ENSMUSG00000032081"	"Apoc3"	"11814"	""	""	"9"	"46232933"	"2"	"liver/smallintestine"	"liver"
"ENSMUST00000034588"	"ENSMUSG00000032083"	"Apoa1"	"11806"	""	""	"9"	"46228580"	"4"	"liver/placenta/smallintestine/stomach/embryoday6.5/embryoday7.5/embryoday8.5"	"liver"
"ENSMUST00000034590"	"ENSMUSG00000032085"	"Tagln"	"21345"	""	""	"9"	"45929628"	"2"	"bladder/umbilicalcord"	"umbilicalcord"
"ENSMUST00000034600"	"ENSMUSG00000032092"	"Mpzl2"	"14012"	"Mm.418273/Mm.470820"	"Mm.418273/Mm.470820"	"9"	"45042425"	"1"	"blastocysts"	"blastocysts"
"ENSMUST00000034602"	"ENSMUSG00000032094"	"Cd3d"	"12500"	"Mm.4527"	"Mm.4527"	"9"	"44981793"	"3"	"lymphnode/cd4+Tcell/cd8+Tcell/thymus/trachea"	"cd4+Tcell"
"ENSMUST00000034609"	"ENSMUSG00000032098"	"Treh"	"58866"	"Mm.45380"	"Mm.45380"	"9"	"44673233"	"1"	"smallintestine"	"smallintestine"
"ENSMUST00000034610"	"ENSMUSG00000032099"	"Pate4"	"56872"	""	""	"9"	"35607093"	"1"	"prostate"	"prostate"
"ENSMUST00000034612"	"ENSMUSG00000032101"	"Ddx25"	"30959"	"Mm.291723/Mm.467910"	"Mm.291723/Mm.467910"	"9"	"35541847"	"1"	"testis"	"testis"
"ENSMUST00000034625"	"ENSMUSG00000032113"	"Chek1"	"12649"	"Mm.16753"	"Mm.16753"	"9"	"36708482"	"1"	"oocyte"	"oocyte"
"ENSMUST00000034630"	"ENSMUSG00000032118"	"Fez1"	"235180"	"Mm.5264/Mm.487090"	"Mm.5264/Mm.487090"	"9"	"36821939"	"2"	"cerebellum/dorsalstriatum/cortex/frontalcortex/hippocampus/olfactorybulb/substantianigra/dorsalrootganglion/amygdala/trigeminal/hypothalamus/spinalcordlower/spinalcordupper/preoptic"	"dorsalrootganglion"
"ENSMUST00000034650"	"ENSMUSG00000032135"	"Mcam"	"84004"	"Mm.275003/Mm.471917/Mm.489351"	"Mm.275003/Mm.471917/Mm.489351"	"9"	"44134469"	"1"	"umbilicalcord"	"umbilicalcord"
"ENSMUST00000034699"	"ENSMUSG00000032181"	"Scg3"	"20255"	"Mm.2386"	"Mm.2386"	"9"	"75643264"	"2"	"cerebellum/dorsalstriatum/cortex/frontalcortex/hippocampus/olfactorybulb/substantianigra/pituitary/vomeralnasalorgan(VMO)/medialolfactoryepithelium(MOE)/dorsalrootganglion/amygdala/trigeminal/hypothalamus/spinalcordlower/spinalcordupper/preoptic"	"dorsalrootganglion"
"ENSMUST00000034709"	"ENSMUSG00000032191"	"Bcl2l10"	"12049"	"Mm.25988"	"Mm.25988"	"9"	"75347758"	"2"	"fertilizedegg/oocyte"	"oocyte"
"ENSMUST00000034723"	"ENSMUSG00000013584"	"Aldh1a2"	"19378"	"Mm.42016/Mm.471335"	"Mm.42016/Mm.471335"	"9"	"71215789"	"1"	"uterus"	"uterus"
"ENSMUST00000034731"	"ENSMUSG00000032207"	"Lipc"	"15450"	"Mm.390187"	"Mm.390187"	"9"	"70798129"	"1"	"liver"	"liver"
"ENSMUST00000034737"	"ENSMUSG00000092622"	"Khdc3"	"66991"	"Mm.422457/Mm.471745/Mm.488819/Mm.491821"	"Mm.422457/Mm.471745/Mm.488819/Mm.491821"	"9"	"73101836"	"1"	"blastocysts"	"blastocysts"
"ENSMUST00000034739"	"ENSMUSG00000032217"	"Rnf111"	"93836"	"Mm.393030"	"Mm.393030"	"9"	"70425429"	"1"	"oocyte"	"oocyte"
"ENSMUST00000034742"	"ENSMUSG00000032218"	"Ccnb2"	"12442"	""	""	"9"	"70407689"	"5"	"testis/bone/fertilizedegg/oocyte/thymus"	"oocyte"
"ENSMUST00000034746"	"ENSMUSG00000032221"	"Mns1"	"17427"	""	""	"9"	"72438011"	"1"	"testis"	"testis"
"ENSMUST00000034755"	"ENSMUSG00000032228"	"Tcf12"	"21406"	"Mm.171615/Mm.396473/Mm.397181/Mm.410318/Mm.444865/Mm.480117/Mm.482711"	"Mm.171615/Mm.396473/Mm.397181/Mm.410318/Mm.444865/Mm.480117/Mm.482711"	"9"	"71842688"	"1"	"thymus"	"thymus"
"ENSMUST00000034761"	"ENSMUSG00000032235"	"Narg2"	"93697"	"Mm.35911/Mm.413380"	"Mm.35911/Mm.413380"	"9"	"69397906"	"2"	"fertilizedegg/oocyte"	"fertilizedegg"
"ENSMUST00000034763"	"ENSMUSG00000032239"	"Rp9"	"55934"	""	""	"9"	"22448311"	"1"	"testis"	"testis"
"ENSMUST00000034766"	"ENSMUSG00000032238"	"Rora"	"19883"	"Mm.378450/Mm.391890/Mm.397723/Mm.406669/Mm.427266/Mm.445802/Mm.470565/Mm.487017/Mm.491288"	"Mm.378450/Mm.391890/Mm.397723/Mm.406669/Mm.427266/Mm.445802/Mm.470565/Mm.487017/Mm.491288"	"9"	"68653786"	"1"	"digits"	"digits"
"ENSMUST00000034777"	"ENSMUSG00000032246"	"Calml4"	"75600"	""	""	"9"	"62858104"	"2"	"kidney/largeintestine/smallintestine"	"kidney"
"ENSMUST00000034796"	"ENSMUSG00000032262"	"Elovl4"	"83603"	"Mm.83949/Mm.470545"	"Mm.83949/Mm.470545"	"9"	"83778692"	"3"	"epidermis/retina/digits/snoutepidermis/tongueepidermis/trachea"	"snoutepidermis"
"ENSMUST00000034808"	"ENSMUSG00000032271"	"Nnmt"	"18113"	"Mm.458542"	"Mm.458542"	"9"	"48591877"	"1"	"adiposetissue"	"adiposetissue"
"ENSMUST00000034811"	"ENSMUSG00000032274"	"Cyp19a1"	"13075"	"Mm.5199"	"Mm.5199"	"9"	"54165937"	"1"	"oocyte"	"oocyte"
"ENSMUST00000034815"	"ENSMUSG00000032254"	"Kif23"	"71819"	"Mm.259374"	"Mm.259374"	"9"	"61917280"	"2"	"fertilizedegg/oocyte"	"oocyte"
"ENSMUST00000034822"	"ENSMUSG00000032281"	"Acsbg1"	"94180"	"Mm.20592/Mm.459323"	"Mm.20592/Mm.459323"	"9"	"54604877"	"4"	"cerebellum/adrenalgland/spinalcordlower/digits/ovary"	"ovary"
"ENSMUST00000034834"	"ENSMUSG00000032294"	"Pkm"	"18746"	"Mm.388375/Mm.405069/Mm.481622"	"Mm.388375/Mm.405069/Mm.481622"	"9"	"59656368"	"1"	"skeletalmuscle"	"skeletalmuscle"
"ENSMUST00000034860"	"ENSMUSG00000032310"	"Cyp1a2"	"13077"	"Mm.15537/Mm.400758"	"Mm.15537/Mm.400758"	"9"	"57676937"	"2"	"liver/medialolfactoryepithelium(MOE)"	"medialolfactoryepithelium(MOE)"
"ENSMUST00000034898"	"ENSMUSG00000032344"	"Mb21d1"	"214763"	"Mm.101559"	"Mm.101559"	"9"	"78430526"	"1"	"oocyte"	"oocyte"
"ENSMUST00000034900"	"ENSMUSG00000032346"	"Ooep"	"67968"	"Mm.26883"	"Mm.26883"	"9"	"78376109"	"2"	"fertilizedegg/oocyte"	"oocyte"
"ENSMUST00000034903"	"ENSMUSG00000032348"	"Gsta4"	"14860"	""	""	"9"	"78191966"	"5"	"bladder/retina/stomach/tongueepidermis/trachea"	"bladder"
"ENSMUST00000034904"	"ENSMUSG00000032349"	"Elovl5"	"68801"	"Mm.430736/Mm.475262"	"Mm.430736/Mm.475262"	"9"	"77917364"	"3"	"adrenalgland/fertilizedegg/oocyte/ovary"	"oocyte"
"ENSMUST00000034911"	"ENSMUSG00000032357"	"Tinag"	"26944"	"Mm.23199"	"Mm.23199"	"9"	"76951693"	"1"	"kidney"	"kidney"
"ENSMUST00000034912"	"ENSMUSG00000032356"	"Rasgrf1"	"19417"	"Mm.44561"	"Mm.44561"	"9"	"89909775"	"1"	"cerebellum/dorsalstriatum/cortex/frontalcortex/hippocampus/olfactorybulb/substantianigra/amygdala/hypothalamus/spinalcordlower/spinalcordupper/preoptic"	"preoptic"
"ENSMUST00000034927"	"ENSMUSG00000032368"	"Zic1"	"22771"	"Mm.335350/Mm.443627/Mm.477226"	"Mm.335350/Mm.443627/Mm.477226"	"9"	"91358058"	"1"	"cerebellum/olfactorybulb/hypothalamus/embryoday10.5/preoptic"	"cerebellum"
"ENSMUST00000034929"	"ENSMUSG00000032370"	"Lactb"	"80907"	"Mm.157882"	"Mm.157882"	"9"	"66955393"	"1"	"oocyte"	"oocyte"
"ENSMUST00000034932"	"ENSMUSG00000032372"	"Plscr2"	"18828"	"Mm.10306/Mm.417517"	"Mm.10306/Mm.417517"	"9"	"92275602"	"1"	"kidney"	"kidney"
"ENSMUST00000034946"	"ENSMUSG00000032382"	"Snx1"	"56440"	"Mm.465842"	"Mm.465842"	"9"	"66088133"	"1"	"blastocysts"	"blastocysts"
"ENSMUST00000034969"	"ENSMUSG00000032401"	"Lctl"	"235435"	"Mm.436581"	"Mm.436581"	"9"	"64117147"	"1"	"retina"	"retina"
"ENSMUST00000034973"	"ENSMUSG00000032402"	"Smad3"	"17127"	"Mm.7320/Mm.415653"	"Mm.7320/Mm.415653"	"9"	"63646767"	"2"	"fertilizedegg/oocyte"	"fertilizedegg"
"ENSMUST00000034980"	"ENSMUSG00000032409"	"Atr"	"245000"	"Mm.212462"	"Mm.212462"	"9"	"95857597"	"1"	"testis"	"testis"
"ENSMUST00000034984"	"ENSMUSG00000032413"	"Rasa2"	"114713"	"Mm.124502/Mm.393811/Mm.407852"	"Mm.124502/Mm.393811/Mm.407852"	"9"	"96539300"	"2"	"fertilizedegg/oocyte"	"oocyte"
"ENSMUST00000034988"	"ENSMUSG00000032417"	"Rwdd2a"	"69519"	"Mm.272517"	"Mm.272517"	"9"	"86572053"	"2"	"testis/preoptic"	"preoptic"
"ENSMUST00000034989"	"ENSMUSG00000032418"	"Me1"	"17436"	"Mm.148155/Mm.409239/Mm.426355"	"Mm.148155/Mm.409239/Mm.426355"	"9"	"86581363"	"5"	"adiposetissue/adrenalgland/kidney/brownfat/oocyte/ovary"	"adrenalgland"
"ENSMUST00000035009"	"ENSMUSG00000032436"	"Cmtm7"	"102545"	""	""	"9"	"114756837"	"1"	"blastocysts"	"blastocysts"
"ENSMUST00000035010"	"ENSMUSG00000032437"	"Stt3b"	"68292"	"Mm.296158/Mm.491220"	"Mm.296158/Mm.491220"	"9"	"115242607"	"2"	"fertilizedegg/oocyte"	"oocyte"
"ENSMUST00000035014"	"ENSMUSG00000032440"	"Tgfbr2"	"21813"	"Mm.172346/Mm.406884/Mm.413719/Mm.472016"	"Mm.172346/Mm.406884/Mm.413719/Mm.472016"	"9"	"116087698"	"4"	"uterus/umbilicalcord/cd4+Tcell/b220+bcell/lung/trachea"	"umbilicalcord"
"ENSMUST00000035020"	"ENSMUSG00000032446"	"Eomes"	"13813"	"Mm.200692"	"Mm.200692"	"9"	"118478212"	"1"	"blastocysts"	"blastocysts"
"ENSMUST00000035027"	"ENSMUSG00000032452"	"Clstn2"	"64085"	"Mm.440903"	"Mm.440903"	"9"	"97444395"	"1"	"vomeralnasalorgan(VMO)/medialolfactoryepithelium(MOE)"	"medialolfactoryepithelium(MOE)"
"ENSMUST00000035029"	"ENSMUSG00000032454"	"Rbp2"	"19660"	""	""	"9"	"98490537"	"1"	"smallintestine"	"smallintestine"
"ENSMUST00000035048"	"ENSMUSG00000032473"	"Cldn18"	"56492"	"Mm.386501/Mm.386784"	"Mm.386501/Mm.386784"	"9"	"99689461"	"2"	"lung/stomach"	"lung"
"ENSMUST00000035055"	"ENSMUSG00000032479"	"Map4"	"17758"	"Mm.217318/Mm.397306/Mm.408026/Mm.409650/Mm.416604/Mm.443428/Mm.472982/Mm.473470/Mm.484451"	"Mm.217318/Mm.397306/Mm.408026/Mm.409650/Mm.416604/Mm.443428/Mm.472982/Mm.473470/Mm.484451"	"9"	"109931458"	"1"	"oocyte"	"oocyte"
"ENSMUST00000035058"	"ENSMUSG00000032482"	"Cspg5"	"29873"	"Mm.38496/Mm.397319"	"Mm.38496/Mm.397319"	"9"	"110243783"	"1"	"cerebellum/dorsalstriatum/cortex/frontalcortex/hippocampus/olfactorybulb/substantianigra/amygdala/hypothalamus/spinalcordlower/preoptic"	"cortex"
"ENSMUST00000035061"	"ENSMUSG00000032484"	"Ngp"	"18054"	"Mm.236225"	"Mm.236225"	"9"	"110419750"	"2"	"bone/bonemarrow"	"bone"
"ENSMUST00000035077"	"ENSMUSG00000032496"	"Ltf"	"17002"	"Mm.282359/Mm.466602"	"Mm.282359/Mm.466602"	"9"	"111019292"	"4"	"bone/vomeralnasalorgan(VMO)/mammarygland(lact)/trachea"	"vomeralnasalorgan(VMO)"
"ENSMUST00000035085"	"ENSMUSG00000032503"	"Arpp21"	"74100"	"Mm.405946/Mm.431447/Mm.487515/Mm.488784"	"Mm.405946/Mm.431447/Mm.487515/Mm.488784"	"9"	"112065091"	"2"	"olfactorybulb/amygdala/thymus"	"thymus"
"ENSMUST00000035110"	"ENSMUSG00000032523"	"Hhatl"	"74770"	"Mm.44195"	"Mm.44195"	"9"	"121784016"	"1"	"skeletalmuscle"	"skeletalmuscle"
"ENSMUST00000035120"	"ENSMUSG00000032532"	"Cck"	"12424"	""	""	"9"	"121489825"	"1"	"cerebellum/dorsalstriatum/cortex/frontalcortex/hippocampus/olfactorybulb/substantianigra/amygdala"	"cortex"
"ENSMUST00000035121"	"ENSMUSG00000032531"	"Amotl2"	"56332"	"Mm.21145/Mm.474629"	"Mm.21145/Mm.474629"	"9"	"102716672"	"3"	"adiposetissue/adrenalgland/blastocysts"	"blastocysts"
"ENSMUST00000035148"	"ENSMUSG00000032548"	"Slco2a1"	"24059"	"Mm.207106/Mm.405285"	"Mm.207106/Mm.405285"	"9"	"103008489"	"2"	"placenta/lung"	"placenta"
"ENSMUST00000035155"	"ENSMUSG00000032549"	"Rab6b"	"270192"	"Mm.335395/Mm.472983/Mm.490252"	"Mm.335395/Mm.472983/Mm.490252"	"9"	"103112074"	"2"	"cerebellum/dorsalstriatum/cortex/frontalcortex/hippocampus/olfactorybulb/substantianigra/medialolfactoryepithelium(MOE)/dorsalrootganglion/amygdala/trigeminal/hypothalamus/spinalcordlower/spinalcordupper/preoptic"	"dorsalrootganglion"
"ENSMUST00000035163"	"ENSMUSG00000033688"	"1300017J02Rik"	"71775"	"Mm.18802"	"Mm.18802"	"9"	"103250522"	"1"	"liver"	"liver"
"ENSMUST00000035164"	"ENSMUSG00000032555"	"Topbp1"	"235559"	"Mm.259893/Mm.413317"	"Mm.259893/Mm.413317"	"9"	"103305215"	"1"	"thymus"	"thymus"
"ENSMUST00000035170"	"ENSMUSG00000032560"	"Dnajc13"	"235567"	"Mm.217256"	"Mm.217256"	"9"	"104151597"	"2"	"fertilizedegg/oocyte"	"oocyte"
"ENSMUST00000035180"	"ENSMUSG00000032566"	"1700080E11Rik"	"73532"	"Mm.23516"	"Mm.23516"	"9"	"105143344"	"1"	"testis"	"testis"
"ENSMUST00000035222"	"ENSMUSG00000032602"	"Slc25a20"	"57279"	"Mm.395974"	"Mm.395974"	"9"	"108662098"	"1"	"brownfat"	"brownfat"
"ENSMUST00000035234"	"ENSMUSG00000032611"	"1700102P08Rik"	"112418"	"Mm.78287"	"Mm.78287"	"9"	"108392834"	"1"	"testis"	"testis"
"ENSMUST00000035243"	"ENSMUSG00000034913"	"Spert"	"67926"	"Mm.23361"	"Mm.23361"	"14"	"75582834"	"1"	"testis"	"testis"
"ENSMUST00000035258"	"ENSMUSG00000056290"	"Ms4a4b"	"60361"	"Mm.33957"	"Mm.33957"	"19"	"11443553"	"3"	"lymphnode/adiposetissue/spleen/cd4+Tcell/cd8+Tcell"	"cd4+Tcell"
"ENSMUST00000035269"	"ENSMUSG00000032648"	"Pygm"	"19309"	"Mm.27806"	"Mm.27806"	"19"	"6384399"	"3"	"heart/epidermis/snoutepidermis/tongueepidermis/skeletalmuscle"	"skeletalmuscle"
"ENSMUST00000035273"	"ENSMUSG00000038891"	"Prl3b1"	"18776"	""	""	"13"	"27242430"	"1"	"placenta"	"placenta"
"ENSMUST00000035283"	"ENSMUSG00000040667"	"Nup88"	"19069"	"Mm.288962/Mm.412056"	"Mm.288962/Mm.412056"	"11"	"70943058"	"2"	"fertilizedegg/oocyte"	"oocyte"
